age,job,marital,education,balance,housing,loan,contact,duration,campaign,deposit
43,housemaid,married,secondary,-177,yes,no,unknown,172,2,no
31,blue-collar,married,primary,-454,yes,yes,unknown,861,2,no
51,management,divorced,tertiary,1267,yes,no,unknown,254,2,no
52,unemployed,married,secondary,1639,no,no,cellular,93,1,no
31,services,single,secondary,900,yes,no,cellular,221,2,no
26,services,single,secondary,-481,yes,yes,cellular,595,5,no
36,services,single,secondary,528,no,no,cellular,225,2,no
43,technician,single,secondary,34,no,no,telephone,29,1,no
32,admin.,single,secondary,223,yes,yes,unknown,236,4,no
26,technician,single,secondary,218,yes,no,unknown,436,1,no
25,services,single,tertiary,130,yes,no,cellular,49,1,no
34,blue-collar,single,secondary,1156,yes,no,unknown,234,2,no
30,management,married,tertiary,314,no,no,cellular,364,2,no
35,admin.,single,tertiary,1374,yes,no,cellular,319,1,no
42,admin.,single,unknown,22,no,no,unknown,246,3,no
53,entrepreneur,married,tertiary,1129,no,yes,cellular,241,8,no
52,services,divorced,primary,130,yes,no,unknown,103,2,no
35,management,single,secondary,-202,yes,no,unknown,268,3,no
29,management,single,secondary,293,yes,no,unknown,188,2,no
43,management,married,unknown,275,no,no,cellular,109,2,no
81,retired,divorced,unknown,9224,no,no,telephone,235,2,no
35,technician,divorced,secondary,515,yes,yes,cellular,114,3,no
36,services,single,secondary,760,no,no,unknown,9,13,no
76,retired,married,secondary,2302,no,no,telephone,110,1,no
44,services,divorced,secondary,-389,yes,yes,unknown,52,1,no
38,services,married,secondary,133,yes,no,unknown,267,1,no
37,technician,married,secondary,1580,no,no,cellular,92,12,no
41,blue-collar,married,secondary,1020,yes,no,unknown,276,1,no
49,blue-collar,married,secondary,298,yes,no,cellular,392,3,no
53,management,married,primary,13901,yes,no,cellular,59,1,no
34,technician,married,secondary,563,yes,yes,cellular,32,15,no
30,management,married,tertiary,-27,yes,no,unknown,29,2,no
43,unknown,married,primary,2113,no,no,cellular,33,2,no
36,admin.,single,tertiary,980,no,no,cellular,156,3,no
60,housemaid,married,primary,352,no,yes,unknown,81,2,no
45,management,married,tertiary,96,yes,no,cellular,202,1,no
49,management,married,tertiary,3842,no,no,cellular,163,1,no
39,services,married,secondary,3870,yes,no,cellular,72,1,no
57,technician,married,secondary,589,yes,no,cellular,198,1,no
49,admin.,single,secondary,7426,no,no,telephone,65,2,no
39,admin.,divorced,secondary,1,no,yes,cellular,281,1,no
37,technician,single,tertiary,6101,no,no,cellular,60,5,no
45,admin.,married,secondary,231,yes,no,unknown,151,3,no
36,management,single,tertiary,876,yes,no,unknown,241,2,no
58,technician,married,secondary,86,no,no,cellular,95,3,no
48,blue-collar,married,primary,363,yes,no,unknown,257,6,no
52,entrepreneur,married,primary,8298,yes,yes,unknown,123,18,no
32,services,single,secondary,0,no,yes,cellular,333,2,no
51,management,divorced,tertiary,93,yes,yes,cellular,221,1,no
31,management,married,tertiary,596,no,no,cellular,192,4,no
30,management,single,tertiary,168,no,no,cellular,35,13,no
34,management,single,tertiary,29,yes,no,cellular,248,2,no
53,self-employed,married,primary,6,yes,no,unknown,233,2,no
32,entrepreneur,divorced,secondary,-934,yes,no,cellular,50,1,no
52,blue-collar,married,tertiary,297,yes,no,unknown,55,1,no
50,blue-collar,married,primary,533,no,no,cellular,212,4,no
30,technician,single,secondary,175,no,no,cellular,167,4,no
34,management,single,tertiary,-292,yes,no,cellular,181,6,no
51,technician,married,secondary,2,yes,yes,cellular,71,1,no
34,management,married,tertiary,39,no,no,cellular,160,1,no
26,blue-collar,single,secondary,396,yes,no,unknown,302,1,no
51,admin.,divorced,secondary,-338,yes,no,cellular,97,2,no
31,services,married,secondary,2050,yes,no,cellular,271,5,no
29,technician,single,secondary,510,yes,no,unknown,179,15,no
29,technician,divorced,secondary,477,yes,yes,cellular,58,1,no
46,technician,married,tertiary,4176,yes,no,unknown,153,6,no
35,blue-collar,married,primary,0,no,no,cellular,57,4,no
44,management,married,tertiary,0,yes,no,cellular,49,5,no
34,management,married,tertiary,297,yes,no,cellular,63,4,no
27,services,single,secondary,167,no,yes,cellular,606,2,no
28,unemployed,single,secondary,-353,yes,no,unknown,89,3,no
59,admin.,divorced,secondary,1525,no,no,telephone,90,2,no
38,technician,single,secondary,211,yes,no,cellular,236,2,no
34,management,single,tertiary,416,no,no,cellular,1217,4,no
44,services,married,secondary,0,yes,yes,cellular,161,1,no
35,technician,single,secondary,1001,no,yes,cellular,178,2,no
45,self-employed,divorced,tertiary,75,yes,yes,cellular,236,1,no
34,self-employed,married,tertiary,7602,no,no,cellular,222,1,no
57,retired,married,secondary,0,yes,no,cellular,127,1,no
76,retired,married,primary,163,no,no,telephone,120,1,no
30,blue-collar,married,secondary,673,yes,no,unknown,610,2,no
48,technician,divorced,secondary,-154,no,no,unknown,342,3,no
43,technician,married,secondary,3723,yes,no,cellular,134,4,no
34,technician,single,secondary,559,no,no,cellular,259,2,no
30,management,single,tertiary,13774,no,no,cellular,380,1,no
33,management,married,tertiary,403,yes,no,unknown,114,2,no
38,technician,married,secondary,1696,no,no,cellular,267,2,no
52,admin.,married,secondary,722,no,no,cellular,99,2,no
34,admin.,single,secondary,296,no,no,cellular,68,1,no
40,management,single,tertiary,257,no,no,cellular,147,1,no
36,services,divorced,primary,418,yes,no,cellular,156,2,no
56,retired,married,secondary,488,no,no,telephone,146,4,no
29,admin.,single,secondary,900,yes,no,unknown,339,1,no
34,entrepreneur,single,tertiary,2945,yes,no,cellular,266,1,no
31,services,married,secondary,-327,yes,no,unknown,408,1,no
36,unemployed,single,secondary,115,no,no,cellular,71,2,no
30,management,single,tertiary,218,no,no,unknown,75,1,no
36,admin.,married,secondary,286,yes,no,cellular,167,9,no
25,student,single,secondary,293,yes,no,telephone,170,2,no
32,services,married,secondary,201,yes,no,unknown,110,2,no
31,management,single,tertiary,4331,yes,no,cellular,318,1,no
49,blue-collar,married,secondary,388,no,no,telephone,265,2,no
37,services,married,secondary,483,yes,no,cellular,188,1,no
26,student,single,secondary,502,yes,no,telephone,82,1,no
41,blue-collar,married,secondary,306,yes,no,telephone,86,1,no
47,blue-collar,married,secondary,-337,yes,yes,cellular,366,1,no
57,technician,married,secondary,950,yes,no,cellular,1272,1,no
50,entrepreneur,married,tertiary,2410,no,no,cellular,65,1,no
36,management,married,tertiary,-633,yes,no,cellular,106,1,no
42,admin.,divorced,secondary,0,yes,no,unknown,229,2,no
30,management,married,tertiary,265,yes,no,unknown,45,4,no
43,unemployed,single,primary,698,yes,no,unknown,322,1,no
49,services,single,secondary,459,yes,no,unknown,58,10,no
35,technician,divorced,tertiary,0,yes,no,unknown,759,1,no
32,technician,single,secondary,1307,yes,no,unknown,267,2,no
36,admin.,single,secondary,8785,yes,no,cellular,425,2,no
42,housemaid,married,unknown,302,yes,no,cellular,342,2,no
34,technician,married,secondary,484,no,no,unknown,84,4,no
33,services,married,secondary,7,yes,no,unknown,217,1,no
55,services,single,secondary,1539,no,no,unknown,65,2,no
46,admin.,married,secondary,3098,yes,no,telephone,192,9,no
34,admin.,single,secondary,745,yes,yes,cellular,76,1,no
50,management,married,tertiary,2050,no,no,cellular,158,3,no
30,management,single,tertiary,2766,yes,yes,cellular,244,1,no
53,blue-collar,married,primary,4641,no,no,unknown,356,2,no
48,management,married,tertiary,1167,yes,yes,cellular,122,4,no
55,services,divorced,secondary,322,yes,no,cellular,342,1,no
35,management,married,tertiary,750,yes,no,cellular,233,12,no
48,self-employed,married,secondary,1559,no,no,cellular,130,2,no
45,services,married,secondary,0,no,no,unknown,153,6,no
31,blue-collar,married,primary,0,yes,yes,unknown,59,4,no
55,admin.,married,tertiary,46,no,no,cellular,59,4,no
41,technician,married,tertiary,0,no,no,unknown,95,1,no
33,self-employed,married,primary,1862,yes,no,unknown,65,1,no
40,blue-collar,married,primary,7831,yes,no,unknown,78,1,no
51,blue-collar,married,primary,21614,no,no,cellular,47,20,no
31,blue-collar,single,secondary,2137,no,no,unknown,413,1,no
26,unknown,single,secondary,3247,no,no,telephone,341,3,no
39,admin.,single,secondary,14,yes,yes,unknown,19,9,no
30,technician,married,secondary,0,yes,no,cellular,47,3,no
28,management,single,tertiary,637,yes,no,cellular,324,1,no
48,technician,married,secondary,10655,no,no,telephone,5,3,no
56,management,married,tertiary,94,no,no,cellular,530,3,no
45,management,single,tertiary,997,no,yes,cellular,152,1,no
38,self-employed,married,tertiary,2084,yes,no,cellular,71,2,no
28,entrepreneur,single,secondary,1734,yes,no,unknown,161,3,no
51,entrepreneur,married,primary,805,yes,no,cellular,132,4,no
32,technician,single,unknown,317,yes,no,unknown,394,2,no
31,blue-collar,married,secondary,369,yes,yes,unknown,89,2,no
34,technician,married,tertiary,100,no,no,cellular,196,2,no
46,blue-collar,married,primary,-44,no,yes,telephone,16,13,no
36,technician,divorced,secondary,3296,yes,no,cellular,130,1,no
39,blue-collar,married,primary,-50,yes,no,cellular,100,1,no
42,technician,single,tertiary,-411,yes,no,cellular,212,3,no
32,student,single,tertiary,922,no,no,cellular,338,2,no
35,management,married,unknown,1128,yes,no,unknown,457,1,no
50,blue-collar,married,tertiary,5423,yes,no,cellular,75,3,no
55,housemaid,married,primary,1537,no,no,unknown,359,1,no
51,entrepreneur,married,secondary,0,no,no,unknown,510,3,no
43,services,married,tertiary,519,yes,no,cellular,715,6,no
46,admin.,married,secondary,186,yes,no,cellular,643,2,no
31,management,married,tertiary,83,no,no,cellular,300,1,no
38,management,married,primary,1365,yes,no,unknown,224,1,no
40,retired,single,secondary,1734,yes,no,unknown,123,4,no
53,management,married,secondary,51,yes,no,cellular,109,1,no
41,unknown,single,tertiary,1567,no,no,cellular,291,2,no
46,blue-collar,single,primary,96,yes,no,cellular,217,1,no
48,blue-collar,single,secondary,8982,yes,no,unknown,628,1,no
31,blue-collar,divorced,secondary,-209,yes,no,cellular,154,3,no
29,management,married,tertiary,-6,yes,no,unknown,324,1,no
37,management,married,tertiary,355,no,no,cellular,340,1,no
37,self-employed,married,primary,0,no,no,unknown,112,4,no
56,self-employed,married,unknown,0,no,no,cellular,130,1,no
60,blue-collar,divorced,secondary,1310,no,no,unknown,152,2,no
46,services,married,tertiary,2520,yes,no,cellular,144,1,no
31,services,single,secondary,1629,yes,no,unknown,344,2,no
51,technician,married,unknown,573,yes,yes,unknown,231,1,no
38,technician,single,secondary,1655,no,no,cellular,392,2,no
39,services,single,secondary,26,yes,no,cellular,166,3,no
30,management,single,secondary,186,yes,no,cellular,235,3,no
35,technician,married,secondary,13658,yes,no,telephone,220,2,no
31,technician,single,tertiary,23,no,no,cellular,121,3,no
27,blue-collar,single,secondary,87,no,no,telephone,245,1,no
42,technician,single,secondary,49,no,no,cellular,7,10,no
67,retired,married,tertiary,3810,no,no,cellular,1206,1,no
32,admin.,married,secondary,56,yes,no,cellular,275,1,no
49,entrepreneur,married,tertiary,384,no,no,unknown,64,1,no
56,blue-collar,divorced,primary,8,yes,no,unknown,157,2,no
34,technician,single,tertiary,2671,no,no,cellular,119,9,no
50,admin.,divorced,secondary,3240,no,no,cellular,144,2,no
27,self-employed,single,tertiary,147,no,no,cellular,111,5,no
56,retired,married,primary,63,no,no,cellular,122,2,no
44,technician,married,secondary,7863,no,no,cellular,59,6,no
45,admin.,single,secondary,946,yes,no,cellular,56,2,no
45,management,married,secondary,237,yes,no,cellular,526,1,no
37,student,divorced,tertiary,0,no,no,telephone,100,6,no
26,blue-collar,married,secondary,245,yes,no,unknown,146,2,no
32,services,married,secondary,315,no,no,cellular,149,1,no
25,student,single,secondary,1139,yes,no,unknown,22,3,no
48,management,married,secondary,0,yes,no,telephone,90,2,no
29,services,married,primary,-102,no,no,unknown,134,1,no
46,management,married,tertiary,3984,no,no,cellular,77,2,no
34,blue-collar,married,secondary,1988,yes,no,telephone,53,1,no
46,management,married,tertiary,125,yes,no,telephone,81,5,no
31,blue-collar,married,secondary,505,yes,no,cellular,218,4,no
39,technician,married,secondary,834,yes,yes,cellular,390,1,no
29,admin.,married,secondary,494,yes,no,unknown,341,2,no
38,blue-collar,single,primary,947,yes,no,cellular,361,2,no
40,unemployed,divorced,secondary,262,yes,no,unknown,163,5,no
39,management,married,tertiary,141,yes,no,cellular,788,2,no
49,technician,divorced,secondary,-236,yes,no,unknown,204,2,no
34,management,single,tertiary,2555,yes,no,cellular,129,2,no
30,technician,single,secondary,298,yes,no,unknown,164,2,no
57,entrepreneur,married,secondary,1179,no,no,cellular,189,2,no
34,services,married,primary,31,no,yes,cellular,53,3,no
21,student,single,secondary,357,no,no,cellular,115,3,no
35,self-employed,single,tertiary,1129,yes,no,cellular,64,2,no
39,technician,single,tertiary,861,no,no,unknown,32,5,no
42,housemaid,married,primary,16,no,no,unknown,79,1,no
25,services,single,secondary,895,yes,no,unknown,167,1,no
27,services,single,secondary,504,yes,no,cellular,106,5,no
33,management,single,secondary,2955,yes,no,cellular,178,2,no
51,services,married,secondary,122,no,yes,cellular,499,2,no
32,management,married,tertiary,2204,no,no,cellular,123,4,no
53,blue-collar,married,unknown,111,no,no,unknown,39,3,no
29,management,single,tertiary,1566,yes,no,unknown,233,1,no
33,admin.,divorced,secondary,661,yes,no,cellular,90,4,no
33,management,single,tertiary,2485,yes,no,cellular,91,2,no
32,services,married,secondary,3756,yes,no,unknown,85,3,no
31,blue-collar,married,secondary,43,yes,no,unknown,405,3,no
45,management,married,tertiary,1529,no,no,cellular,160,1,no
57,services,married,secondary,84,yes,no,unknown,59,1,no
47,services,married,secondary,311,yes,yes,cellular,238,1,no
52,blue-collar,married,secondary,408,no,no,cellular,338,2,no
56,housemaid,divorced,secondary,1866,no,yes,cellular,760,1,no
51,blue-collar,married,primary,42,yes,no,cellular,51,2,no
40,student,married,secondary,260,no,no,cellular,52,1,no
30,management,married,tertiary,2994,yes,no,cellular,156,1,no
39,management,married,tertiary,0,no,no,unknown,205,8,no
42,admin.,married,secondary,1133,yes,no,cellular,161,4,no
25,management,single,tertiary,2305,no,no,cellular,207,1,no
60,retired,married,secondary,143,no,no,telephone,345,1,no
37,management,married,primary,4721,no,no,telephone,46,1,no
48,blue-collar,married,primary,5366,yes,no,unknown,248,3,no
32,management,married,tertiary,71,no,no,cellular,75,1,no
33,admin.,single,secondary,1437,yes,no,unknown,641,1,no
51,housemaid,married,primary,1093,no,yes,unknown,18,1,no
43,admin.,married,secondary,817,yes,yes,cellular,51,1,no
31,blue-collar,married,primary,196,no,no,cellular,248,1,no
36,housemaid,married,secondary,205,yes,no,telephone,176,4,no
58,self-employed,married,secondary,0,yes,no,telephone,702,3,no
33,blue-collar,married,primary,1002,yes,no,unknown,201,4,no
31,technician,single,secondary,2916,no,no,cellular,174,2,no
28,technician,single,tertiary,4513,yes,no,unknown,167,3,no
29,blue-collar,married,primary,7,yes,no,cellular,69,3,no
34,technician,married,secondary,0,no,no,cellular,183,10,no
31,technician,single,secondary,253,no,no,cellular,262,1,no
31,services,married,secondary,28,yes,no,unknown,101,1,no
37,admin.,divorced,tertiary,-65,no,no,cellular,226,1,no
32,services,divorced,tertiary,376,yes,no,unknown,102,2,no
42,management,married,secondary,1018,no,no,cellular,305,2,no
34,technician,married,secondary,260,yes,no,cellular,20,2,no
74,retired,married,primary,5539,no,no,cellular,390,2,no
60,services,divorced,secondary,758,no,no,cellular,282,1,no
32,unemployed,married,secondary,262,no,no,cellular,203,1,no
47,technician,divorced,secondary,236,no,no,cellular,263,4,no
45,services,divorced,secondary,396,yes,yes,cellular,251,4,no
50,entrepreneur,married,secondary,1857,no,yes,unknown,26,2,no
39,self-employed,married,secondary,4722,yes,no,unknown,483,1,no
60,retired,divorced,secondary,935,no,no,cellular,8,17,no
47,management,married,unknown,4567,no,no,telephone,921,4,no
40,admin.,divorced,secondary,220,yes,no,cellular,197,2,no
26,blue-collar,single,secondary,8,yes,no,cellular,167,1,no
43,management,single,secondary,109,yes,no,unknown,64,3,no
30,unemployed,single,secondary,0,yes,no,cellular,137,1,no
34,entrepreneur,married,secondary,456,yes,yes,cellular,137,8,no
35,technician,married,secondary,5553,yes,no,cellular,371,3,no
21,student,single,unknown,137,yes,no,unknown,198,3,no
52,admin.,married,secondary,299,no,no,cellular,310,4,no
31,admin.,single,secondary,162,yes,no,unknown,247,1,no
42,technician,divorced,secondary,1533,no,yes,cellular,86,1,no
31,entrepreneur,single,unknown,301,yes,no,cellular,371,1,no
58,management,married,tertiary,1697,no,no,unknown,55,2,no
51,management,married,secondary,441,yes,no,cellular,189,2,no
38,entrepreneur,married,tertiary,898,yes,no,unknown,132,2,no
32,technician,single,secondary,945,no,no,cellular,312,3,no
31,entrepreneur,divorced,tertiary,0,yes,no,cellular,164,1,no
36,blue-collar,single,tertiary,1830,no,no,cellular,183,1,no
33,blue-collar,married,tertiary,6138,yes,no,unknown,369,1,no
47,technician,divorced,unknown,442,yes,no,cellular,85,1,no
52,management,married,tertiary,0,no,no,cellular,106,2,no
42,blue-collar,married,primary,1556,no,yes,cellular,113,1,no
39,admin.,divorced,secondary,83,yes,no,cellular,69,6,no
31,admin.,single,secondary,430,yes,no,cellular,103,2,no
52,services,married,secondary,-336,no,yes,unknown,111,8,no
40,blue-collar,divorced,unknown,528,yes,no,cellular,340,2,no
29,blue-collar,married,primary,111,yes,no,cellular,14,11,no
49,management,single,tertiary,1556,yes,no,cellular,674,3,no
57,management,divorced,tertiary,408,yes,no,cellular,402,2,no
35,technician,married,secondary,1067,no,yes,cellular,179,6,no
26,blue-collar,single,secondary,277,no,no,unknown,514,2,no
35,blue-collar,married,secondary,257,yes,no,cellular,186,1,no
31,management,single,tertiary,0,yes,yes,cellular,117,3,no
57,management,divorced,tertiary,2549,no,no,cellular,193,2,no
32,services,divorced,secondary,4612,yes,no,cellular,937,4,no
87,retired,married,secondary,433,no,no,telephone,150,1,no
44,self-employed,married,unknown,680,yes,no,telephone,84,4,no
41,blue-collar,single,secondary,3851,no,no,cellular,130,1,no
36,management,single,tertiary,442,yes,yes,cellular,102,3,no
56,services,married,secondary,642,yes,no,cellular,16,1,no
35,blue-collar,single,secondary,487,yes,no,unknown,117,1,no
46,admin.,married,secondary,171,yes,yes,cellular,251,1,no
32,technician,single,tertiary,13711,yes,no,cellular,638,1,no
41,entrepreneur,married,secondary,187,no,yes,cellular,354,1,no
34,management,married,tertiary,101,yes,no,cellular,209,5,no
48,blue-collar,married,primary,343,no,no,unknown,136,1,no
31,unemployed,single,secondary,315,no,no,cellular,130,1,no
41,services,married,secondary,205,yes,no,unknown,91,1,no
36,blue-collar,married,primary,106,yes,no,cellular,171,13,no
31,technician,married,secondary,477,no,no,cellular,146,1,no
37,management,single,tertiary,2875,no,no,cellular,110,2,no
48,technician,married,secondary,1000,no,no,cellular,104,2,no
31,unemployed,married,secondary,-825,yes,no,unknown,179,2,no
42,admin.,married,secondary,534,yes,no,unknown,139,2,no
50,blue-collar,married,unknown,452,no,no,cellular,181,2,no
47,management,married,secondary,623,yes,no,cellular,102,6,no
43,technician,married,secondary,310,yes,no,unknown,291,1,no
59,housemaid,married,secondary,454,no,no,cellular,162,1,no
35,management,single,tertiary,2306,no,no,cellular,86,7,no
24,technician,single,secondary,-126,yes,yes,unknown,382,2,no
49,blue-collar,married,primary,399,no,no,cellular,679,1,no
47,services,married,secondary,0,yes,no,telephone,250,1,no
57,self-employed,married,secondary,2109,no,no,cellular,107,6,no
29,management,married,tertiary,0,yes,yes,cellular,218,1,no
50,management,married,tertiary,-470,yes,no,cellular,130,2,no
32,management,married,tertiary,81,yes,no,cellular,120,1,no
23,admin.,single,secondary,1104,yes,no,unknown,120,2,no
41,technician,married,secondary,457,yes,yes,unknown,181,2,no
48,blue-collar,divorced,primary,0,no,no,unknown,248,2,no
29,management,married,tertiary,941,yes,no,unknown,570,11,no
42,admin.,married,primary,-466,no,yes,telephone,94,15,no
38,admin.,single,secondary,2600,yes,no,cellular,67,1,no
31,management,single,tertiary,3,no,no,cellular,406,2,no
38,technician,married,unknown,90,yes,yes,unknown,20,2,no
50,management,married,tertiary,2570,no,no,cellular,273,2,no
36,management,single,tertiary,181,yes,no,cellular,159,2,no
52,blue-collar,married,primary,66653,no,no,cellular,109,3,no
50,entrepreneur,married,secondary,556,yes,no,unknown,130,2,no
38,housemaid,married,secondary,110,no,no,cellular,167,1,no
30,services,single,secondary,9,no,yes,cellular,194,2,no
46,management,married,secondary,0,no,no,unknown,155,1,no
54,management,married,secondary,5249,yes,no,cellular,108,1,no
46,blue-collar,married,primary,2499,yes,no,unknown,42,3,no
49,management,married,tertiary,276,no,no,cellular,62,5,no
36,management,single,tertiary,3343,no,no,cellular,307,1,no
58,self-employed,married,secondary,9994,no,no,cellular,400,1,no
29,admin.,single,secondary,613,yes,no,unknown,779,1,no
41,blue-collar,single,secondary,925,yes,no,telephone,43,1,no
32,management,married,tertiary,393,no,no,cellular,458,2,no
33,services,divorced,secondary,339,yes,no,unknown,496,4,no
31,entrepreneur,married,tertiary,1216,no,no,cellular,150,4,no
44,technician,married,tertiary,1818,yes,yes,cellular,247,1,no
51,entrepreneur,divorced,tertiary,2109,no,no,cellular,119,1,no
38,admin.,married,secondary,46,no,no,cellular,48,2,no
38,management,married,tertiary,980,no,no,unknown,662,5,no
27,unemployed,single,tertiary,3060,no,no,cellular,533,1,no
41,housemaid,married,primary,46,no,no,cellular,268,1,no
32,blue-collar,married,primary,274,yes,no,unknown,21,3,no
45,admin.,married,secondary,805,yes,no,unknown,186,3,no
54,housemaid,married,primary,3151,no,no,unknown,350,7,no
36,technician,divorced,secondary,160,yes,no,unknown,142,1,no
33,management,married,tertiary,0,yes,no,cellular,54,3,no
40,services,divorced,secondary,694,yes,no,cellular,75,14,no
37,blue-collar,married,secondary,509,yes,no,cellular,172,1,no
48,blue-collar,married,primary,237,yes,no,unknown,18,18,no
36,management,married,tertiary,0,yes,no,cellular,86,1,no
46,management,married,tertiary,16,yes,no,cellular,304,1,no
29,admin.,divorced,secondary,504,yes,no,cellular,203,1,no
41,technician,married,secondary,-274,yes,no,unknown,182,3,no
44,management,married,tertiary,0,yes,no,unknown,260,1,no
40,management,married,tertiary,0,yes,no,cellular,279,1,no
33,technician,single,tertiary,2565,yes,no,cellular,128,2,no
60,technician,married,tertiary,91,no,no,cellular,105,4,no
48,blue-collar,married,secondary,558,yes,no,telephone,708,8,no
37,unemployed,single,tertiary,1032,no,no,telephone,63,1,no
39,management,married,tertiary,351,yes,no,unknown,999,3,no
28,student,single,secondary,231,yes,no,cellular,55,1,no
44,housemaid,married,primary,3706,no,no,unknown,209,3,no
37,management,married,tertiary,5,no,no,cellular,36,2,no
58,management,single,tertiary,342,no,yes,cellular,564,2,no
50,unemployed,single,secondary,588,no,no,cellular,649,3,no
38,services,married,secondary,3165,yes,no,unknown,152,2,no
31,management,single,tertiary,0,no,no,cellular,101,6,no
33,technician,divorced,secondary,464,no,no,cellular,207,4,no
35,management,single,tertiary,837,no,no,cellular,329,1,no
53,management,married,tertiary,34230,yes,yes,cellular,279,1,no
58,retired,married,secondary,5435,yes,no,unknown,118,1,no
26,blue-collar,single,primary,102,yes,no,unknown,46,1,no
34,admin.,married,secondary,641,yes,yes,unknown,467,1,no
50,blue-collar,married,primary,334,no,no,cellular,79,3,no
42,blue-collar,married,unknown,149,yes,no,telephone,329,3,no
46,admin.,married,secondary,179,yes,no,cellular,194,4,no
45,blue-collar,married,primary,61,no,no,cellular,108,1,no
46,services,married,secondary,375,no,no,telephone,172,6,no
31,technician,single,secondary,2088,no,no,cellular,15,14,no
44,technician,single,secondary,29,yes,no,unknown,151,1,no
36,management,married,tertiary,3839,no,no,cellular,146,1,no
50,management,married,secondary,2910,no,no,telephone,790,1,no
33,management,single,tertiary,3770,no,no,cellular,757,2,no
33,blue-collar,married,primary,141,yes,no,unknown,578,2,no
55,management,single,tertiary,0,no,no,cellular,156,3,no
40,services,single,secondary,65,yes,no,cellular,15,3,no
30,technician,married,secondary,-306,yes,yes,cellular,372,1,no
36,services,married,secondary,3740,yes,no,cellular,254,1,no
34,services,divorced,secondary,0,yes,yes,unknown,203,1,no
46,entrepreneur,married,secondary,131,yes,no,cellular,69,2,no
55,management,married,tertiary,23189,yes,no,unknown,77,1,no
56,blue-collar,divorced,primary,-1,no,no,cellular,304,3,no
34,admin.,single,secondary,6979,yes,no,cellular,14,5,no
42,management,married,tertiary,187,no,no,cellular,64,1,no
48,blue-collar,married,primary,1203,no,no,cellular,61,5,no
51,management,married,primary,6298,yes,no,unknown,14,3,no
45,blue-collar,single,tertiary,-243,no,yes,cellular,171,2,no
35,self-employed,single,primary,181,yes,no,unknown,19,8,no
63,self-employed,married,tertiary,661,no,no,cellular,56,2,no
35,blue-collar,married,secondary,270,yes,yes,cellular,332,2,no
25,student,single,secondary,1919,yes,no,cellular,264,1,no
26,self-employed,married,secondary,492,yes,yes,cellular,439,4,no
29,management,single,tertiary,91,no,no,cellular,99,1,no
26,management,married,tertiary,775,no,no,unknown,35,3,no
26,blue-collar,single,secondary,2669,yes,no,cellular,242,1,no
23,management,single,tertiary,2605,yes,no,unknown,278,6,no
51,management,single,unknown,1277,no,no,cellular,143,5,no
51,blue-collar,married,secondary,568,yes,no,unknown,37,1,no
43,technician,married,secondary,2344,yes,no,unknown,111,2,no
81,retired,divorced,primary,4321,no,no,cellular,163,3,no
42,management,divorced,tertiary,1064,no,no,cellular,101,2,no
41,services,married,secondary,241,yes,yes,unknown,144,1,no
35,technician,single,secondary,183,no,no,cellular,516,2,no
32,management,married,tertiary,9214,no,yes,unknown,71,1,no
51,services,single,secondary,513,yes,no,cellular,331,2,no
33,technician,married,secondary,14850,yes,no,cellular,122,5,no
38,self-employed,married,secondary,279,yes,no,unknown,110,5,no
48,retired,married,tertiary,4,no,yes,cellular,70,5,no
50,technician,divorced,secondary,-298,yes,no,cellular,68,8,no
39,blue-collar,single,secondary,522,yes,no,telephone,225,7,no
30,services,single,secondary,0,yes,no,cellular,161,2,no
39,technician,married,secondary,8,no,yes,cellular,333,2,no
35,technician,married,tertiary,432,no,no,cellular,104,8,no
41,technician,married,secondary,-378,yes,no,cellular,361,1,no
41,admin.,married,secondary,338,yes,no,unknown,121,1,no
35,blue-collar,married,primary,2878,yes,no,cellular,140,2,no
43,management,married,primary,62,yes,no,cellular,133,1,no
27,services,married,secondary,1303,yes,yes,unknown,364,1,no
32,technician,married,secondary,255,no,yes,cellular,63,5,no
39,technician,divorced,secondary,0,yes,yes,cellular,85,1,no
37,management,married,tertiary,1125,yes,no,unknown,301,1,no
40,entrepreneur,married,secondary,1238,yes,no,telephone,50,2,no
33,blue-collar,married,secondary,370,yes,no,cellular,249,1,no
29,management,married,tertiary,2417,yes,no,cellular,126,2,no
50,housemaid,married,primary,4,no,no,unknown,51,1,no
39,admin.,married,primary,444,yes,no,cellular,374,2,no
32,technician,single,secondary,28,yes,no,cellular,368,1,no
49,management,married,tertiary,2139,no,no,cellular,278,1,no
37,blue-collar,married,secondary,194,yes,no,unknown,566,7,no
57,blue-collar,married,primary,195,no,yes,telephone,185,4,no
44,management,married,secondary,0,no,no,cellular,167,2,no
36,self-employed,married,secondary,189,yes,no,cellular,632,1,no
55,management,single,secondary,220,yes,no,unknown,328,2,no
40,admin.,married,primary,189,yes,no,unknown,160,2,no
40,blue-collar,married,secondary,746,yes,yes,cellular,241,1,no
44,management,married,secondary,13054,yes,no,cellular,471,2,no
41,services,married,primary,0,yes,no,cellular,18,11,no
65,retired,married,secondary,23421,no,no,cellular,432,1,no
31,blue-collar,married,secondary,41,yes,no,unknown,265,1,no
48,blue-collar,married,secondary,7408,no,yes,cellular,101,2,no
55,retired,married,tertiary,101,yes,no,cellular,111,1,no
34,admin.,married,secondary,384,yes,no,cellular,551,2,no
36,admin.,single,secondary,2556,yes,no,cellular,342,1,no
